id,front_pixels,front_h,front_w,front_hw_ratio,front_lean,front_top_base_ratio,front_cy_ratio,front_cx_ratio,front_fill_ratio,front_symmetry,top_pixels,top_h,top_w,top_hw_ratio,top_lean,top_top_base_ratio,top_cy_ratio,top_cx_ratio,top_fill_ratio,top_symmetry,label
TRAIN_0016,2832,131,109,1.201834862385321,9.772989731016594,1.2380952380952381,0.4824080817443503,0.5260674140772128,0.19833321661180756,0.8509803921568627,679,30,119,0.25210084033613445,97.98453608247422,43.0,0.49683204467353953,0.5429284793814433,0.19019607843137254,0.9235127478753541,unstable
TRAIN_0017,7670,137,117,1.170940170940171,9.857101171629012,1.3454545454545455,0.48822488863537594,0.5092829883746197,0.47850770478507704,0.9691912708600771,1334,28,131,0.21374045801526717,89.45577211394303,85.0,0.4960410419790105,0.5089994065467266,0.36368593238822244,0.9851190476190477,stable
TRAIN_0018,10905,184,86,2.13953488372093,14.664405996573862,1.4067796610169492,0.47385827410973563,0.4846837746446584,0.6891430738119313,0.9691224268689057,3613,43,136,0.3161764705882353,2.924081830529019,0.7419354838709677,0.5493703293661777,0.5194299808561675,0.6178180574555403,0.9582655826558265,unstable
TRAIN_0019,10403,191,184,1.0380434782608696,21.687033538323078,0.3883495145631068,0.46124990988176484,0.5556507638021083,0.29601069883906217,0.9906238040566399,8070,176,135,1.3037037037037038,5.841193689078835,0.21774193548387097,0.40761565468814537,0.5111001394052045,0.33964646464646464,0.9343240651965484,unstable
TRAIN_0020,11050,147,122,1.2049180327868851,1.4799095022624442,1.2278481012658229,0.49887467006033187,0.5025518476621418,0.6161480985836958,0.9792226401576214,4458,65,118,0.5508474576271186,0.5788325729704695,0.576271186440678,0.49714289386122323,0.5065057434200688,0.58122555410691,0.9946308724832215,stable
TRAIN_0021,10261,151,204,0.7401960784313726,29.71612539028922,1.373134328358209,0.46453399603677353,0.6144297887632785,0.3331060901181665,0.9331198191409193,8688,135,161,0.8385093167701864,14.933634634800995,0.7416666666666667,0.3466257337707182,0.5392828110612339,0.3997239475500345,0.9576385759351059,unstable
TRAIN_0022,2854,136,90,1.511111111111111,0.47675349388390487,1.1904761904761905,0.47688003679046953,0.5021889964377482,0.23316993464052288,0.9322951929587001,338,30,93,0.3225806451612903,82.60355029585799,19.0,0.49537721893491127,0.5028738288954635,0.12114695340501792,0.9882352941176471,stable
TRAIN_0023,10617,211,135,1.5629629629629629,0.6570872065362039,0.2616822429906542,0.45287456634014633,0.5031690527769929,0.372722485518694,0.9793064876957495,4543,66,127,0.5196850393700787,0.38323418823233624,0.5396825396825397,0.4986649561596595,0.5042997697923545,0.541994750656168,0.9881838074398249,stable
TRAIN_0024,12043,158,124,1.2741935483870968,1.2351158349248408,1.2278481012658229,0.4947635555924603,0.5019143641534501,0.6146896692527563,0.9925545996029119,4678,66,119,0.5546218487394958,0.2949917671572564,0.5798319327731093,0.494836201368106,0.5010148345090494,0.5956200662083015,0.9957337883959044,stable
TRAIN_0025,2854,136,90,1.511111111111111,0.47675349388390487,1.1904761904761905,0.47688003679046953,0.5021889964377482,0.23316993464052288,0.9322951929587001,338,30,93,0.3225806451612903,82.60355029585799,19.0,0.49537721893491127,0.5028738288954635,0.12114695340501792,0.9882352941176471,stable
TRAIN_0026,10967,147,122,1.2049180327868851,1.424774322968915,1.2278481012658229,0.5003652054648795,0.5024082664660648,0.6115200178432029,0.9760360360360361,4199,65,118,0.5508474576271186,0.7724584880898533,0.576271186440678,0.496391750019846,0.5070099775740255,0.5474576271186441,0.9685888420065635,stable
TRAIN_0027,13999,179,125,1.432,1.0003623635454346,1.25,0.4877502410886492,0.5016107921399148,0.6256536312849162,0.9955808980755524,5080,69,119,0.5798319327731093,0.011411475793238424,1.0,0.4961096415682415,0.5021156291010499,0.6186822555109001,0.9805068226120858,stable
TRAIN_0028,10718,208,133,1.5639097744360901,6.473609958831986,0.30097087378640774,0.4541500960222678,0.5155091026777384,0.3874349334875651,0.7701073492981008,4799,66,139,0.4748201438848921,2.6176341678074664,0.532258064516129,0.4998144144613461,0.5077424984371744,0.5231087856987138,0.985519238725693,unstable
TRAIN_0029,11380,183,141,1.297872340425532,4.559965735671568,1.2307692307692308,0.46723898835676625,0.5385835438635033,0.4410339882959346,0.991599579978999,3524,55,139,0.39568345323741005,86.4900681044268,23.5,0.45653835012296634,0.5188543440219447,0.46095487246566386,0.9405286343612335,unstable
TRAIN_0030,2814,139,104,1.3365384615384615,7.679350162766411,1.1428571428571428,0.4715438803008765,0.5203733934494196,0.19465965688987272,0.9929178470254958,569,47,96,0.4895833333333333,84.50878734622145,17.0,0.4697202694786175,0.5078353837141184,0.1261081560283688,0.8966666666666666,unstable
TRAIN_0031,11010,147,122,1.2049180327868851,1.4693914623069873,1.2278481012658229,0.4984252005752346,0.5025244569330911,0.6139176982268317,0.9773706896551724,4470,65,118,0.5508474576271186,0.010648068121184906,0.576271186440678,0.4961368614839672,0.5049706375838926,0.5827900912646675,0.9946452476572959,stable
TRAIN_0032,11392,191,77,2.4805194805194803,5.560091956422696,1.2419354838709677,0.46683025002926026,0.5092396253950141,0.774597130618073,0.9607573149741825,1708,30,127,0.23622047244094488,78.1167056986729,31.333333333333332,0.49364357679547227,0.5020400322014051,0.4482939632545932,0.986046511627907,stable
TRAIN_0033,12408,188,217,0.8663594470046083,40.291853182278714,1.2054794520547945,0.45116243048839455,0.6367561082903503,0.30414746543778803,0.9258109576284339,11969,172,107,1.6074766355140186,14.471491567956122,1.353846153846154,0.2758769616648564,0.5377204914779848,0.6503477504890242,0.9162664105027217,unstable
TRAIN_0034,2911,157,87,1.8045977011494252,30.927480908917516,0.96875,0.4542530845642963,0.4067402381770297,0.2131195548722454,0.849428208386277,1898,30,130,0.23076923076923078,17.159641728134872,130.0,0.4978829140323147,0.3324469836670179,0.4866666666666667,0.936734693877551,unstable
TRAIN_0035,2854,136,90,1.511111111111111,0.47675349388390487,1.1904761904761905,0.47688003679046953,0.5021889964377482,0.23316993464052288,0.9322951929587001,338,30,93,0.3225806451612903,82.60355029585799,19.0,0.49537721893491127,0.5028738288954635,0.12114695340501792,0.9882352941176471,stable
TRAIN_0036,3612,170,26,6.538461538461538,0.31229235880397255,1.2380952380952381,0.4617997877445552,0.5019552879291251,0.8171945701357466,0.9598480737927293,395,30,91,0.32967032967032966,78.14345991561181,7.0,0.49409941983122363,0.5021097046413502,0.1446886446886447,0.8632075471698113,stable
TRAIN_0037,5084,109,112,0.9732142857142857,38.57416586531457,1.4285714285714286,0.5242749926239182,0.4388886498492001,0.41644823066841413,0.9352874000761324,6778,90,159,0.5660377358490566,16.304176265510335,0.7528089887640449,0.6120152822858267,0.5372378928149897,0.47365478686233403,0.9404523332379043,unstable
TRAIN_0038,3379,185,78,2.371794871794872,27.306780178645226,1.0357142857142858,0.4458712513564171,0.4154767189503798,0.23416493416493417,0.8803561491374513,1575,30,115,0.2608695652173913,16.735238095238103,29.666666666666668,0.49688822751322753,0.34219246031746037,0.45652173913043476,0.8166089965397924,unstable
TRAIN_0039,2375,117,100,1.17,6.045222426696114,1.15,0.4817565789473684,0.5155910087719299,0.202991452991453,0.9387755102040817,510,41,100,0.41,88.79607843137254,17.0,0.4773080065359477,0.507281454248366,0.12439024390243902,0.9245283018867925,unstable
TRAIN_0040,3102,149,26,5.730769230769231,0.33284538404996056,1.2380952380952381,0.47089159547603693,0.5018091486675264,0.8007227671657202,0.972027972027972,336,16,19,0.8421052631578947,0.095238095238102,1.0,0.49503968253968256,0.5036582341269841,1.105263157894737,0.9764705882352941,stable
TRAIN_0041,9550,166,135,1.2296296296296296,2.039396731788969,0.25742574257425743,0.4790316863001745,0.5018695462478185,0.4261490406068719,0.9966548191511604,4570,67,127,0.5275590551181102,0.03928128313293655,0.5609756097560976,0.49908027899343543,0.5033341311086797,0.537078387589611,0.9982509838216004,stable
TRAIN_0042,11962,158,124,1.2741935483870968,1.160331331903194,1.2278481012658229,0.4962975202725297,0.5019634659059243,0.6105553287055941,0.9791528788881535,4425,66,119,0.5546218487394958,2.3478668908377642,0.5798319327731093,0.4909528013182674,0.4999005414312618,0.5634071810542399,0.9433465085638999,stable
TRAIN_0043,11005,227,129,1.7596899224806202,1.0076960613155848,0.25925925925925924,0.4432383954263213,0.502534832651825,0.37581531946863367,0.9637758743754461,4351,66,124,0.532258064516129,0.11949402328150427,0.5528455284552846,0.4993368382747261,0.5054950250900176,0.5316471163245357,0.9616771866546439,stable
TRAIN_0044,11335,174,148,1.1756756756756757,4.673872494088812,1.3333333333333333,0.4794483348037053,0.541925360241141,0.44015998757378066,0.9215121206984235,1610,29,163,0.17791411042944785,102.07484472049688,27.75,0.4948450439958592,0.5594396997929606,0.3405965728792046,0.8985849056603774,unstable
TRAIN_0045,7704,137,117,1.170940170940171,9.952272341958576,1.3454545454545455,0.4876998420733818,0.5090351467852198,0.480628860190904,0.9779204107830552,1378,28,131,0.21374045801526717,88.37155297532655,85.0,0.4961674528301887,0.5061759192065796,0.3756815703380589,0.9971014492753624,stable
TRAIN_0046,2366,114,89,1.2808988764044944,0.21703660165198357,1.1428571428571428,0.4843915099323753,0.5020560369118061,0.2331953479203627,0.940935192780968,322,28,97,0.28865979381443296,86.95652173913044,19.0,0.4964091614906832,0.5024909420289855,0.11855670103092783,0.8295454545454546,stable
TRAIN_0047,10835,186,82,2.268292682926829,12.693401082253473,1.3728813559322033,0.47521967774188584,0.4896479868481772,0.710398636244427,0.9786340394448503,2634,35,133,0.2631578947368421,1.672088685061624,0.7340425531914894,0.5346253321943811,0.5082346636927361,0.565843179377014,0.8278972935461485,unstable
TRAIN_0048,14914,189,126,1.5,1.13456912341303,1.2625,0.4843825083255107,0.5024265860377274,0.6262702611908961,0.9814002922811212,5232,70,119,0.5882352941176471,0.12186051219532601,1.0,0.49489420075178386,0.506499964162844,0.6280912364945979,0.9992357661444402,stable
TRAIN_0049,9145,158,118,1.3389830508474576,7.689674431612133,1.2666666666666666,0.48013230134864227,0.5095142495899398,0.49050632911392406,0.9662438185336487,1526,30,129,0.23255813953488372,83.95609436435126,89.0,0.49494866754041067,0.5063960790738314,0.3943152454780362,1.0,stable
TRAIN_0050,3297,163,83,1.963855421686747,5.678289613471321,1.25,0.46381179860479227,0.4816152310180973,0.24369872126542982,0.8627118644067797,498,29,86,0.3372093023255814,67.19779116465864,7.75,0.4964807145247658,0.46861403949129854,0.1996792301523657,0.9453125,unstable
TRAIN_0051,7541,130,217,0.5990783410138248,94.57718803057618,0.9305555555555556,0.5492325979092074,0.2707059049418733,0.26731655441332863,0.9023713420787084,13754,183,163,1.1226993865030674,16.364885401125207,1.1855670103092784,0.7448075711308225,0.5454625321118705,0.4610949076402159,0.9206814690685658,unstable
TRAIN_0052,2559,120,106,1.1320754716981132,10.417945639533514,1.2380952380952381,0.487503256480396,0.52748774749251,0.20117924528301886,0.9371688115064345,657,29,122,0.23770491803278687,99.67541856925419,10.75,0.49774860476915267,0.5414724441907661,0.18569813453928774,0.8717948717948718,unstable
TRAIN_0053,3102,149,26,5.730769230769231,0.33284538404996056,1.2380952380952381,0.47089159547603693,0.5018091486675264,0.8007227671657202,0.972027972027972,336,16,19,0.8421052631578947,0.095238095238102,1.0,0.49503968253968256,0.5036582341269841,1.105263157894737,0.9764705882352941,stable
TRAIN_0054,3005,166,78,2.128205128205128,27.176109212996124,1.0,0.456398190515807,0.4167316625069329,0.2320821748532592,0.8746101060511541,1577,16,116,0.13793103448275862,4.357132175386823,0.8017241379310345,0.49782683365039104,0.3546934448319594,0.849676724137931,0.9987325728770595,unstable
TRAIN_0055,10720,147,122,1.2049180327868851,1.1637126865671519,1.2278481012658229,0.5022835043532338,0.5017284184546019,0.5977472956395673,0.9962756052141527,3922,65,118,0.5508474576271186,5.782370457497848,0.6666666666666666,0.4939484000509944,0.4990378792707802,0.5113428943937418,0.9949135300101729,stable
TRAIN_0056,3339,159,89,1.7865168539325842,0.4645365378855786,1.2380952380952381,0.4674077505740242,0.5020886368174103,0.23595505617977527,0.9367749419953596,361,29,93,0.3118279569892473,80.34972299168976,5.0,0.49532548476454297,0.5028638619575254,0.13385242862439747,0.93048128342246,stable
TRAIN_0057,12575,148,196,0.7551020408163265,44.88621624621203,0.6666666666666666,0.5120147862823062,0.6861781394963552,0.4335011031439603,0.9894004113273216,3093,31,253,0.1225296442687747,158.52877465244097,66.66666666666667,0.4966254445522147,0.700595767324065,0.3943644013770241,0.9404015056461732,unstable
TRAIN_0058,9121,158,118,1.3389830508474576,7.585882816194868,1.2666666666666666,0.48096939754412893,0.509784540255089,0.48921905170564256,0.9589776632302406,1514,30,129,0.23255813953488372,83.67040951122854,89.0,0.49491895090268606,0.5056521081021577,0.3912144702842377,0.9842726081258192,stable
TRAIN_0059,9587,169,76,2.223684210526316,7.6198894780307,1.2258064516129032,0.48134436606863457,0.5072646118007024,0.7464185611958891,0.9947981689554724,990,16,90,0.17777777777777778,0.7294524189260869,1.0,0.4943786826599326,0.46566971801346796,0.6875,0.8785578747628083,stable
TRAIN_0060,11028,225,126,1.7857142857142858,5.71475393656857,0.2830188679245283,0.4420516242745738,0.4836717710978116,0.388994708994709,0.8022552704690309,4440,75,121,0.6198347107438017,3.3469582485711555,1.0483870967741935,0.5065327045795796,0.5018639733483483,0.48925619834710743,0.9473684210526315,unstable
TRAIN_0061,11383,191,77,2.4805194805194803,5.560047837993238,1.2419354838709677,0.46677153796597265,0.509341644338048,0.7739851771265384,0.9731322586236782,1708,30,127,0.23622047244094488,78.1167056986729,31.333333333333332,0.49364357679547227,0.5020400322014051,0.4482939632545932,0.986046511627907,stable
TRAIN_0062,3615,170,26,6.538461538461538,0.30696663496044607,1.2380952380952381,0.4618487782388197,0.5019414188566159,0.8178733031674208,0.9614758545849159,395,30,91,0.32967032967032966,78.14345991561181,7.0,0.49409941983122363,0.5021097046413502,0.1446886446886447,0.8632075471698113,stable
TRAIN_0063,10422,211,135,1.5629629629629629,1.6579757467994227,0.2616822429906542,0.45091438183649973,0.5012850920328792,0.36587677725118484,0.9992326875119892,4320,66,127,0.5196850393700787,1.9183845581141554,0.5396825396825397,0.5001651716820987,0.5009229118441357,0.5153901216893343,0.9871205151793928,stable
TRAIN_0064,9039,158,118,1.3389830508474576,7.781420250687944,1.2666666666666666,0.48041991647306115,0.5093495316591069,0.48482085389401414,0.9731499672560576,1489,30,129,0.23255813953488372,85.03525856279381,89.0,0.4948021602865458,0.5092064025072756,0.3847545219638243,0.9959785522788204,stable
TRAIN_0065,3104,167,83,2.0120481927710845,29.72804078495207,0.967741935483871,0.45216773383805847,0.4093659391108247,0.22393766683500468,0.8575703171753442,1816,16,125,0.128,4.437775330396477,0.792,0.49787049146475776,0.3387037100770925,0.908,0.9135932560590094,unstable
TRAIN_0066,16255,170,200,0.85,52.75746017542389,1.7848101265822784,0.5160364118732698,0.36054323028811647,0.47808823529411765,0.898726784254176,12749,183,94,1.946808510638298,11.583347054910462,0.7236842105263158,0.6955110449839204,0.5483377372735116,0.7411347517730497,0.9079616881173301,unstable
TRAIN_0067,2085,110,128,0.859375,20.929658792650912,1.04,0.4694956534772183,0.5578124999999999,0.14808238636363635,0.9819391634980988,1180,100,94,1.0638297872340425,2.659786768726093,0.16304347826086957,0.3990907485875706,0.4983999823446328,0.125531914893617,0.9932432432432432,unstable
TRAIN_0068,11164,224,128,1.75,7.56080146199065,0.3113207547169811,0.4422047149319241,0.5185314776663084,0.38936941964285715,0.7919743178170144,4941,66,143,0.46153846153846156,4.325314700660982,0.5454545454545454,0.4990043977265061,0.5132537905619645,0.5235219326128417,0.9460417487199685,unstable
TRAIN_0069,8310,148,112,1.3214285714285714,8.547763768224627,1.2413793103448276,0.4860098901925391,0.5095053650220618,0.5013272200772201,0.9552941176470588,1199,29,129,0.2248062015503876,87.19954128440367,21.75,0.49567347789824856,0.5089831804281345,0.3205025394279604,0.8277439024390244,stable
TRAIN_0070,11054,170,198,0.8585858585858586,28.98387894707895,1.289855072463768,0.4596000787799288,0.6065399591399795,0.32840166369578133,0.9244428969359332,7969,125,161,0.7763975155279503,17.12053865515142,0.7863247863247863,0.3581426857196637,0.5401889352490902,0.3959751552795031,0.9220935841775205,unstable
TRAIN_0071,9327,152,133,1.1428571428571428,1.3765219748354411,0.5164835164835165,0.4868884242879097,0.5022962009935313,0.46136723387415907,0.9760593220338983,4660,67,128,0.5234375,0.4185000550236566,0.5433070866141733,0.4991936024678112,0.5040599293633762,0.5433768656716418,0.9957173447537473,stable
TRAIN_0072,2921,156,85,1.8352941176470587,29.29204185195067,0.96875,0.4553306516033322,0.4109991940545475,0.2202865761689291,0.8796653796653797,1767,30,121,0.24793388429752067,21.8978494623656,121.0,0.497888075363139,0.34478606630824377,0.48677685950413224,0.9269356597600873,unstable
TRAIN_0073,11229,158,194,0.8144329896907216,34.83335070762746,1.2278481012658229,0.48320220893816607,0.5897179364443257,0.36633824872765236,0.9481263011797363,9192,143,146,0.9794520547945206,17.926431714957204,0.6513761467889908,0.36607070006527415,0.5434424408906295,0.44027205671041286,0.9090342679127725,unstable
TRAIN_0074,2545,121,81,1.4938271604938271,4.247656085674265,1.1428571428571428,0.4860091273739358,0.4861503356254093,0.2596673808795021,0.9294920394238059,503,28,98,0.2857142857142857,1.282676490079126,0.1326530612244898,0.52523401259112,0.505518969516236,0.18330903790087463,0.9881422924901185,unstable
TRAIN_0075,7566,137,117,1.170940170940171,10.060547454509162,1.3454545454545455,0.49008964170852054,0.508753180346286,0.4720194647201946,0.9915767307186102,1158,28,131,0.21374045801526717,84.94645941278065,85.0,0.4956507268278641,0.497256404720783,0.31570338058887676,0.8498402555910544,stable
TRAIN_0076,10698,180,118,1.5254237288135593,6.422285766256607,1.2419354838709677,0.4719208613759582,0.5093833251542345,0.5036723163841808,0.9672673777123942,1598,29,130,0.2230769230769231,81.66176470588235,23.25,0.4949546307884856,0.5062806372549019,0.42387267904509285,1.0,stable
TRAIN_0077,9250,110,209,0.5263157894736842,26.18967249602545,1.4090909090909092,0.5172117117117118,0.6235791103603604,0.4023488473249239,0.9303005008347245,2483,29,222,0.13063063063063063,140.12952074103907,33.2,0.4973360518190361,0.6456497935964559,0.3856787822305064,0.93984375,unstable
TRAIN_0078,9943,180,135,1.3333333333333333,1.5644674645479313,0.2621359223300971,0.47286878960072415,0.5027720506889269,0.4091769547325103,0.9704716607213635,4590,66,127,0.5196850393700787,0.00965608465608625,1.0,0.4992834286492375,0.5045348810820625,0.5476020042949177,0.9657387580299786,stable
TRAIN_0079,11837,211,201,1.0497512437810945,43.9175127767117,0.5818181818181818,0.43407522493030326,0.38280787995269067,0.2791021197330881,0.9363651235072795,8883,218,138,1.5797101449275361,29.136007683215126,2.2413793103448274,0.630874692765207,0.5210488081166272,0.29527323494216196,0.8855869242199108,unstable
TRAIN_0080,10665,211,135,1.5629629629629629,1.1012841312324042,0.2616822429906542,0.4535093373964682,0.5023790338334114,0.3744075829383886,0.96843853820598,4553,66,127,0.5196850393700787,0.15612712297172493,0.5396825396825397,0.5006348835932352,0.5040998608975767,0.5431877833452636,0.9838779956427015,stable
TRAIN_0081,10796,160,194,0.8247422680412371,29.50501247938317,1.3235294117647058,0.4660324618685933,0.611438119442386,0.34780927835051545,0.9271688682613353,8044,128,159,0.8050314465408805,14.315955983048383,0.711864406779661,0.3619319005884303,0.5406051223479198,0.3952437106918239,0.9662674162796382,unstable
TRAIN_0082,15993,200,126,1.5873015873015872,0.6795011195152938,1.275,0.4792576895621001,0.5017001253152421,0.6346428571428572,0.9978763272954404,5452,72,75,0.96,0.28044574556284374,0.9866666666666667,0.49492397667522625,0.5023118427488383,1.0096296296296297,0.9767947788252357,stable
TRAIN_0083,14903,189,126,1.5,1.1702834023785726,1.2625,0.4843150638014717,0.5025195919725335,0.6258083480305703,0.9786245353159851,5232,70,119,0.5882352941176471,0.12186051219532601,1.0,0.49489420075178386,0.506499964162844,0.6280912364945979,0.9992357661444402,stable
TRAIN_0084,2928,146,26,5.615384615384615,0.4979614924863256,1.2380952380952381,0.4805817039503643,0.5022377333788707,0.7713382507903056,0.9352280237937872,65,16,4,4.0,0.03846153846154721,1.3333333333333333,0.49575320512820514,0.524639423076923,1.015625,0.9696969696969697,stable
TRAIN_0085,9060,158,118,1.3389830508474576,7.486021307936824,1.2666666666666666,0.48102177612214864,0.5101137095290654,0.4859472216262605,0.951744937526928,1402,30,129,0.23255813953488372,86.98930099857347,89.0,0.49437002199239183,0.5142950546837851,0.36227390180878555,0.9691011235955056,stable
TRAIN_0086,10948,227,129,1.7596899224806202,0.637521061309485,0.25925925925925924,0.44212698666423095,0.5031614887802948,0.3738687975958747,0.9584973166368516,4296,66,124,0.532258064516129,0.9484709242288716,0.5528455284552846,0.49930895018621974,0.507457276148355,0.5249266862170088,0.9589603283173734,stable
TRAIN_0087,10583,207,133,1.556390977443609,8.396062662066328,0.32038834951456313,0.4541870413241362,0.5205707758512079,0.38440303657694963,0.7783565787262645,4917,66,148,0.44594594594594594,4.365296561815029,0.532258064516129,0.49835180665717577,0.5131251694800353,0.5033783783783784,0.9620909816440543,unstable
TRAIN_0088,13552,198,227,0.8722466960352423,44.12622504810005,1.375,0.44793972599370324,0.646091213474026,0.30151737640724424,0.8956497412225486,13447,196,162,1.2098765432098766,16.713485092775585,0.8407079646017699,0.2609387781661337,0.5448121173248061,0.4235008818342152,0.9160729552579082,unstable
TRAIN_0089,7677,105,173,0.6069364161849711,19.868732588699913,1.3015873015873016,0.515255932221788,0.5505209011766748,0.4226259289843105,0.9929906542056075,7035,67,183,0.366120218579235,9.609971131089765,1.0,0.49861333214877995,0.5579024520255863,0.5737704918032787,0.9563403781979978,unstable
TRAIN_0090,7685,137,117,1.170940170940171,9.77548391629324,1.3454545454545455,0.4872068829971807,0.5087945266753416,0.47944350864058893,0.9883570504527813,1378,28,131,0.21374045801526717,88.37155297532655,85.0,0.4961674528301887,0.5061759192065796,0.3756815703380589,0.9971014492753624,stable
TRAIN_0091,12087,158,124,1.2741935483870968,1.0688756515264402,1.2278481012658229,0.4948575949367089,0.5014814470091834,0.6169354838709677,0.9998345466578424,4679,66,119,0.5546218487394958,0.29832801497698824,0.5798319327731093,0.49483619185011046,0.5010235226544133,0.595747389865037,0.996160409556314,stable
TRAIN_0092,3099,149,26,5.730769230769231,0.3362962233256326,1.2380952380952381,0.4707373682370657,0.5018083790470044,0.7999483737738772,0.9726288987905792,336,16,19,0.8421052631578947,0.095238095238102,1.0,0.49503968253968256,0.5036582341269841,1.105263157894737,0.9764705882352941,stable
TRAIN_0093,11069,130,157,0.8280254777070064,32.498554521637004,1.732394366197183,0.5314582109946698,0.4140662642665703,0.5423321901028907,0.9243741307371349,10163,145,146,0.9931506849315068,12.11035099769515,0.7746478873239436,0.6376439043589491,0.543070605382269,0.4800661313179027,0.9551750673335898,unstable
TRAIN_0094,2326,114,89,1.2808988764044944,0.2645777568391452,1.1428571428571428,0.4854117404700487,0.5021798420034393,0.22925290754977332,0.9270919635459818,322,28,97,0.28865979381443296,86.95652173913044,19.0,0.4964091614906832,0.5024909420289855,0.11855670103092783,0.8295454545454546,stable
